Surrogate code,Study Area,XRF_Setting,Sample_Type,Source_Zone,Source_Specific,Sample_ID,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Si_ppm,Ti_ppm,Al_ppm,Fe_ppm,Mn_ppm,Mg_ppm,Ca_ppm,Na_ppm,K_ppm,Bag_Info
Suco2014608,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_142,150.0,44.7,37.2,179.7,11.9,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No323;3_12_84
Suco2014609,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_144,726.4,6.6,237.2,2562.1,340.4,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No1169;18_12_84
Suco2014610,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_145,674.2,9.6,220.3,2429.5,321.5,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No779;12_12_84
Suco2014611,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_146,598.3,6.9,186.3,2099.9,290.8,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No493;4_12_84
Suco2014612,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_147,679.6,7.8,207.5,2411.4,320.0,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No387;3_12_84
Suco2014613,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_148,683.3,6.8,212.1,2404.2,331.8,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No358;3_12_84
Suco2014614,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_149,742.6,9.5,222.8,2523.6,327.8,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No451;4_12_84
Suco2014615,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_150,721.8,8.6,213.9,2483.3,330.9,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No935;13_12_84
Suco2014616,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_151,672.0,10.5,214.0,2400.4,309.8,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No353;3_12_84
Suco2014617,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_152,635.1,8.1,206.8,2386.9,316.8,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No714;12_12_84
Suco2014618,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_153,668.0,10.0,214.8,2412.0,320.2,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No858;12_12_84
Suco2014619,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_154,725.0,7.9,218.3,2562.8,348.3,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No923;12_12_84
Suco2014620,Pouerua,Green filter 40kv 8ma,Artefact,Mayor Island,Mayor Island,NAP11_155,154.3,7.2,114.8,1234.2,91.3,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No841;12_12_84
Suco2014621,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_156,705.6,6.7,228.8,2452.0,324.2,,,,,,,,,,N15/5;Area_II;Quad_D;<20mm²;No1375;10_1_85
Suco2014622,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_157,744.5,9.5,227.5,2476.1,319.8,,,,,,,,,,N15/5;Area_II;Quad_D;<20mm²;No1348;7_1_85
Suco2014623,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_158,171.1,38.1,38.8,166.0,10.7,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No1181;18_12_84
Suco2014624,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_159,715.8,7.3,215.3,2434.1,324.3,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No1291;20_12_84
Suco2014625,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_160,657.8,7.9,218.7,2294.6,317.6,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No1293;20_12_84
Suco2014626,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_161,690.2,11.1,219.1,2389.2,328.8,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No1174;18_12_84
Suco2014627,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_162,728.5,12.8,214.1,2391.6,317.3,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No308;3_12_84
Suco2014628,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_163,144.9,46.4,37.6,180.2,13.5,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No432;4_12_84
Suco2014629,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_164,769.2,7.0,218.4,2513.8,324.8,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No423;4_12_84
Suco2014630,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_165,705.9,8.6,180.0,2056.9,266.8,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No420;4_12_84
Suco2014631,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_166,740.1,9.3,196.5,2287.7,295.5,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No419;4_12_84
Suco2014632,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_167,658.5,11.8,199.0,2159.5,269.5,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No414;4_12_84
Suco2014633,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_168,764.7,9.4,217.3,2430.1,322.5,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No389;4_12_84
Suco2014634,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_169,718.5,10.0,227.3,2468.6,312.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No386;3_12_84
Suco2014635,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_170,706.5,7.3,195.5,2326.9,295.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No385;3_12_84
Suco2014636,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_171,650.3,11.1,198.0,2209.4,281.3,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No363;3_12_84
Suco2014637,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_172,710.6,4.8,166.9,2069.0,261.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No361;3_12_84
Suco2014638,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_173,638.7,12.2,134.9,1752.7,223.9,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No99;29_11_84
Suco2014639,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_174,686.7,8.8,170.8,1909.3,214.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No273;3_12_84
Suco2014640,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_175,702.6,16.9,212.0,2308.0,297.2,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No286;3_12_84
Suco2014641,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_176,798.9,8.7,216.8,2596.4,333.2,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No290;3_12_84
Suco2014642,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_177,689.3,11.3,171.3,1978.4,261.9,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No295;3_12_84
Suco2014643,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_178,705.2,12.4,233.1,2465.4,320.6,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No297;3_12_84
Suco2014644,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_179,720.2,5.5,195.1,2259.8,307.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No300;3_12_84
Suco2014645,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_180,674.3,8.6,212.0,2406.4,319.5,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No301;3_12_84
Suco2014646,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_181,651.3,20.8,195.9,2299.3,314.8,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No304;3_12_84
Suco2014647,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_182,721.3,20.6,212.9,2496.3,342.1,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No521;4_12_84
Suco2014648,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_183,709.1,7.7,213.6,2307.3,289.7,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No510;4_12_84
Suco2014649,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_184,804.5,11.1,209.6,2541.4,318.3,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No509;4_12_84
Suco2014650,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_186,670.9,9.2,212.6,2432.7,331.4,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No488;4_12_84
Suco2014651,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_187,179.5,44.9,32.5,192.9,13.5,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No470;4_12_84
Suco2014652,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_188,723.2,6.3,192.8,1977.2,245.3,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No469;4_12_84
Suco2014653,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_189,674.3,13.7,186.8,2183.2,277.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No467;4_12_84
Suco2014654,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_190,714.6,12.0,210.7,2308.3,287.7,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No462;4_12_84
Suco2014655,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_191,154.1,44.4,43.1,168.5,14.3,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No443;4_12_84
Suco2014656,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_192,728.4,8.7,226.5,2472.3,316.9,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No802;12_12_84
Suco2014657,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_193,792.5,7.6,237.9,2572.2,324.2,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No800;12_12_84
Suco2014658,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_194,626.7,9.3,193.3,1878.6,237.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No792;12_12_84
Suco2014659,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_195,755.3,10.1,218.6,2502.2,357.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No785;12_12_84
Suco2014660,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_196,790.9,9.0,229.6,2455.0,300.5,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No763;12_12_84
Suco2014661,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_197,723.3,10.6,204.9,2344.2,304.9,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No571;4_12_84
Suco2014662,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_198,776.7,9.5,220.5,2378.7,309.4,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No550;4_12_84
Suco2014663,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_199,728.3,9.4,209.2,2374.6,294.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No537;4_12_84
Suco2014664,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_201,720.5,9.7,203.8,2215.9,283.3,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No523;4_12_84
Suco2014665,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_202,772.7,9.1,222.5,2511.2,318.5,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No932;13_12_84
Suco2014666,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_203,694.6,9.4,222.4,2415.3,318.8,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No930;13_12_84
Suco2014667,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_204,664.2,15.9,203.7,2278.5,298.7,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No929;13_12_84
Suco2014668,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_206,768.4,7.3,227.4,2552.5,353.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No856;12_12_84
Suco2014669,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_207,700.7,8.8,206.5,2315.1,301.9,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No846;12_12_84
Suco2014670,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_208,145.0,37.6,33.0,159.2,9.4,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No826;12_12_84
Suco2014671,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_209,150.4,41.6,38.2,169.5,13.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No819;12_12_84
Suco2014672,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_210,198.0,52.0,39.9,185.7,13.8,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No818;12_12_84
Suco2014673,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_211,710.8,7.1,209.4,2298.1,303.3,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No813;12_12_84
Suco2014674,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_212,705.0,8.2,206.1,2141.3,278.9,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No944;13_12_84
Suco2014675,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_213,714.9,13.4,199.0,2177.2,272.4,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No943;13_12_84
Suco2014676,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_214,753.2,10.1,226.1,2443.6,314.5,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No942;13_12_84
Suco2014677,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_215,686.0,8.5,225.6,2434.3,320.8,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No941;13_12_84
Suco2014678,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_216,698.4,10.2,196.5,2223.0,282.2,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No940;13_12_84
Suco2014679,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_217,681.0,21.2,186.6,2125.9,286.8,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No939;13_12_84
Suco2014680,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_218,764.4,22.8,223.2,2600.5,336.9,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No938;13_12_84
Suco2014681,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_219,774.4,7.5,229.8,2619.3,325.7,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No937;13_12_84
Suco2014682,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_220,806.8,12.2,223.0,2538.2,310.9,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No936;13_12_84
Suco2014683,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_221,606.0,10.7,158.8,1748.8,220.3,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No933;13_12_84
Suco2014684,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_222,660.2,9.4,196.1,2245.6,303.7,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No975;13_12_84
Suco2014685,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_223,772.8,13.3,219.9,2472.7,316.8,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No962;13_12_84
Suco2014686,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_224,692.2,10.5,199.8,2310.0,299.1,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No957;13_12_84
Suco2014687,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_225,563.7,11.3,144.1,1549.7,193.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No953;13_12_84
Suco2014688,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_226,721.7,9.0,223.0,2401.4,321.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No952;13_12_84
Suco2014689,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_227,454.4,10.0,105.6,1191.5,153.6,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No949;13_12_84
Suco2014690,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_228,854.0,10.1,223.6,2551.6,329.8,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No948;13_12_84
Suco2014691,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_229,694.8,12.2,174.6,2025.1,251.2,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No947;13_12_84
Suco2014692,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_230,789.1,13.7,202.5,2320.3,304.9,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No946;13_12_84
Suco2014693,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_231,634.3,11.9,168.3,2031.1,262.5,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No945;13_12_84
Suco2014694,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_232,146.6,58.2,39.3,192.7,10.8,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No1165;18_12_84
Suco2014695,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_233,687.5,8.3,215.9,2408.5,326.8,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No1118;14_12_84
Suco2014696,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_234,837.7,13.4,229.6,2556.4,336.9,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No1106;17_12_84
Suco2014697,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_235,658.8,14.4,199.3,2302.7,301.9,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No1094;17_12_84
Suco2014698,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_236,788.1,8.1,237.3,2472.4,317.1,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No1087;17_12_84
Suco2014699,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_237,782.8,11.7,212.0,2291.0,288.1,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No1002;13_12_84
Suco2014700,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_238,155.4,39.7,38.6,172.5,11.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;N997;13_12_84
Suco2014701,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_239,625.1,7.6,194.2,2194.9,298.4,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No988;13_12_84
Suco2014702,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_240,825.3,8.4,237.5,2532.1,315.7,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No979;13_12_84
Suco2014703,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_241,633.8,4.3,161.6,1820.6,232.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No978;13_12_84
Suco2014704,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_242,717.4,15.2,204.5,2285.9,295.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No331;3_12_84
Suco2014705,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_244,147.5,44.0,35.8,157.1,12.9,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No3;29_11_84
Suco2014706,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_245,748.3,7.9,214.6,2384.1,311.5,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No43;29_11_84
Suco2014707,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_246,721.3,7.0,220.8,2377.1,303.6,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No52;29_11_84
Suco2014708,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_247,709.5,9.9,210.0,2417.1,312.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No70;29_11_84
Suco2014709,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_248,673.8,9.8,197.7,2249.6,307.7,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No75;29_11_84
Suco2014710,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_249,728.1,9.5,184.3,2215.8,284.9,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No77;29_11_84
Suco2014711,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_250,794.0,8.4,207.8,2451.4,321.2,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No98;29_11_84
Suco2014712,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_251,741.4,8.9,210.3,2263.0,287.0,,,,,,,,,,N15/5;Area_II;Quad_B;<10mm²;No79;29_11_84
Suco2014713,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_252,665.5,6.2,215.8,2440.7,328.5,,,,,,,,,,N15/5;Area_II;Quad_D;<20mm²;No262;3_12_84
Suco2014714,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_253,680.1,10.6,223.3,2456.9,325.5,,,,,,,,,,N15/5;Area_II;Quad_D;<20mm²;No702;11_12_84
Suco2014715,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_254,719.7,10.7,224.5,2538.2,353.3,,,,,,,,,,N15/5;Area_II;Quad_D;<20mm²;No729;11_12_84
Suco2014716,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_255,639.4,10.2,219.0,2352.1,317.3,,,,,,,,,,N15/5;Area_II;Quad_D;<20mm²;No749;11_12_84
Suco2014717,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_256,722.7,5.2,213.2,2458.4,330.1,,,,,,,,,,N15/5;Area_II;Quad_D;<20mm²;No1372;10_1_85
Suco2014718,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_257,691.4,8.0,219.1,2490.5,325.2,,,,,,,,,,N15/5;Area_II;Quad_D;<20mm²;No1483;24_1_85
Suco2014719,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_258,672.9,7.8,209.6,2405.0,333.4,,,,,,,,,,N15/5;Area_II;Quad_D;<20mm²;No1496;30_1_85
Suco2014720,Pouerua,Green filter 40kv 8ma,Artefact,Mayor Island,Mayor Island,NAP11_259,140.3,7.3,103.0,1202.6,92.3,,,,,,,,,,N15/5;Area_II;Quad_D;<20mm²;No238;30_11_84
Suco2014721,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,NAP11_260,140.2,37.9,38.3,167.1,13.6,,,,,,,,,,N15/5;Area_II;Quad_B;<20mm²;No1337;7_1_84;Whangamata
Suco2014722,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_261,724.4,11.0,206.1,2492.2,337.7,,,,,,,,,,N15/5;Area_II;Quad_C;<20mm²;No1384;14_1_85
Suco2014723,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Fanal Island,NAP11_262,181.7,34.7,40.2,263.0,8.6,,,,,,,,,,N15/5;Area_II;Quad_C;<20mm²;No1419;15_1_85
Suco2014724,Pouerua,Green filter 40kv 8ma,Artefact,CVZ-N,Fanal Island,NAP11_263,187.7,37.3,42.6,260.6,9.9,,,,,,,,,,N15/5;Area_II;Quad_C;<20mm²;No1416;15_1_85
Suco2014725,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_264,688.0,7.4,198.2,2317.6,310.6,,,,,,,,,,N15/5;Area_II;Quad_C;<20mm²;No1415;15_1_85
Suco2014726,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_265,738.2,10.9,208.0,2421.4,293.0,,,,,,,,,,N15/5;Area_II;Quad_C;<20mm²;No1428;15_1_85
Suco2014727,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_268,826.5,9.4,217.8,2553.3,335.3,,,,,,,,,,N15/5;Area_II;Quad_D;<10mm²;No710;11_12_84
Suco2014728,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_269,710.6,12.3,200.8,2402.3,317.9,,,,,,,,,,N15/5;Area_II;Quad_D;<10mm²;No166;30_11_84
Suco2014729,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_270,712.0,8.9,205.2,2330.1,313.0,,,,,,,,,,N15/5;Area_II;Quad_D;<10mm²;No644;6_21_84
Suco2014730,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_272,697.0,8.3,224.9,2480.4,329.8,,,,,,,,,,N15/5;Area_II;Quad_D;<10mm²;No638;6_12_84
Suco2014731,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_273,845.0,7.7,226.9,2657.7,346.7,,,,,,,,,,N15/5;Area_III;Trench_II;<10mm²;No8;15_1_85
Suco2014732,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_274,746.7,9.4,219.5,2487.2,318.1,,,,,,,,,,N15/5;Area_III;Trench_II;<10mm²;No17;15_1_85
Suco2014733,Pouerua,Green filter 40kv 8ma,Artefact,Northland,Kaeo,NAP11_275,739.0,7.9,215.1,2429.5,318.0,,,,,,,,,,N15/5;Area_III;Trench_II;<10mm²;No71;15_1_85
