Surrogate code,Study Area,XRF_Setting,Sample_Type,Source_Zone,Source_Specific,Sample_ID,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Si_ppm,Ti_ppm,Al_ppm,Fe_ppm,Mn_ppm,Mg_ppm,Ca_ppm,Na_ppm,K_ppm,Bag_Info
Suco2014155,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_56_4,131.1,36.6,35.0,164.8,10.6,,,,,,,,,,
Suco2014156,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_56_5,126.1,33.5,31.2,133.6,7.4,,,,,,,,,,
Suco2014157,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_56_6,130.9,35.8,31.2,160.3,12.0,,,,,,,,,,
Suco2014158,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_56_7,144.3,44.9,38.8,185.4,11.9,,,,,,,,,,
Suco2014159,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_56_8,142.7,46.8,38.1,173.4,12.9,,,,,,,,,,
Suco2014160,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_56_9,126.6,36.6,35.9,152.5,10.8,,,,,,,,,,
Suco2014161,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_1,148.2,40.0,33.4,162.2,13.0,,,,,,,,,,
Suco2014162,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_10,110.8,36.1,32.1,141.5,11.8,,,,,,,,,,
Suco2014163,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_11,139.3,36.8,33.9,158.0,12.0,,,,,,,,,,
Suco2014164,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_12,132.8,40.3,37.8,174.6,12.9,,,,,,,,,,
Suco2014165,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_13,136.7,34.8,36.0,161.2,12.1,,,,,,,,,,
Suco2014166,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_14,153.9,43.5,35.6,171.3,10.9,,,,,,,,,,
Suco2014167,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_15,135.8,43.8,38.4,177.0,11.1,,,,,,,,,,
Suco2014168,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_16,140.2,42.0,36.5,167.2,13.5,,,,,,,,,,
Suco2014169,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_17,145.7,41.4,35.9,160.2,13.8,,,,,,,,,,
Suco2014170,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_18,141.8,37.9,37.2,188.0,12.4,,,,,,,,,,
Suco2014171,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_19,135.5,41.5,39.4,162.7,11.8,,,,,,,,,,
Suco2014172,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_2,130.5,37.0,38.4,160.9,11.7,,,,,,,,,,
Suco2014173,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_20,142.6,41.9,34.0,164.4,13.0,,,,,,,,,,
Suco2014174,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_21,128.6,37.4,37.2,172.1,9.4,,,,,,,,,,
Suco2014175,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_22,154.6,36.5,37.5,172.9,13.0,,,,,,,,,,
Suco2014176,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_23,141.4,43.8,37.3,168.4,10.1,,,,,,,,,,
Suco2014177,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_24,133.3,36.2,34.4,174.0,12.3,,,,,,,,,,
Suco2014178,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_25,129.4,34.8,36.9,174.0,11.7,,,,,,,,,,
Suco2014179,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_26,138.3,34.9,37.6,159.4,12.3,,,,,,,,,,
Suco2014180,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_27,159.6,39.7,40.7,185.7,16.5,,,,,,,,,,
Suco2014181,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_28,149.7,39.7,44.2,186.3,13.9,,,,,,,,,,
Suco2014182,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_29,172.1,41.9,39.9,192.2,11.0,,,,,,,,,,
Suco2014183,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_3,140.8,36.3,37.8,154.2,9.5,,,,,,,,,,
Suco2014184,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_30,135.1,38.7,36.7,176.6,10.2,,,,,,,,,,
Suco2014185,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_31,160.6,38.7,37.5,179.2,11.9,,,,,,,,,,
Suco2014186,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_33,142.6,36.9,34.9,157.3,12.0,,,,,,,,,,
Suco2014187,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_34,163.4,37.9,38.1,174.7,14.0,,,,,,,,,,
Suco2014188,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_35,146.7,37.2,40.2,162.0,11.3,,,,,,,,,,
Suco2014189,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_36,140.1,39.8,33.4,151.8,9.6,,,,,,,,,,
Suco2014190,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_37,156.4,43.7,39.2,175.5,13.2,,,,,,,,,,
Suco2014191,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_38,133.7,39.7,35.1,150.2,12.4,,,,,,,,,,
Suco2014192,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_39,133.3,40.9,30.9,170.6,11.3,,,,,,,,,,
Suco2014193,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_4,139.2,34.9,35.9,161.7,12.5,,,,,,,,,,
Suco2014194,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_40,146.5,40.2,42.7,203.8,14.2,,,,,,,,,,
Suco2014195,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_41,159.2,45.4,43.7,169.5,11.0,,,,,,,,,,
Suco2014196,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_42,151.9,39.9,35.3,172.9,13.4,,,,,,,,,,
Suco2014197,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_43,152.8,44.3,37.2,173.3,14.3,,,,,,,,,,
Suco2014198,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_44,154.2,43.2,37.6,187.8,14.4,,,,,,,,,,
Suco2014199,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_45,155.7,36.0,38.6,163.6,11.9,,,,,,,,,,
Suco2014200,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_46,157.6,40.3,38.8,182.7,14.1,,,,,,,,,,
Suco2014201,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_47,126.6,34.0,33.6,149.6,11.3,,,,,,,,,,
Suco2014202,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_48,163.2,38.8,41.5,190.9,12.8,,,,,,,,,,
Suco2014203,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_49,139.0,34.9,33.2,153.1,12.0,,,,,,,,,,
Suco2014204,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_5,115.8,30.0,31.7,143.6,14.2,,,,,,,,,,
Suco2014205,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_50,140.3,35.8,35.8,151.7,12.8,,,,,,,,,,
Suco2014206,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_51,153.1,44.8,35.9,177.2,11.2,,,,,,,,,,
Suco2014207,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_52,163.3,39.9,40.8,159.4,8.8,,,,,,,,,,
Suco2014208,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_53,180.9,39.7,45.2,187.3,9.6,,,,,,,,,,
Suco2014209,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_54,159.1,38.7,42.1,181.4,10.5,,,,,,,,,,
Suco2014210,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_55,148.9,36.6,36.3,169.8,10.9,,,,,,,,,,
Suco2014211,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_56,148.0,37.6,39.4,170.9,11.3,,,,,,,,,,
Suco2014212,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_57,139.4,42.5,36.5,157.4,11.8,,,,,,,,,,
Suco2014213,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_58,152.9,42.2,35.6,182.2,12.5,,,,,,,,,,
Suco2014214,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_59,135.8,38.1,35.4,153.5,11.1,,,,,,,,,,
Suco2014215,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_6,131.7,36.4,35.9,170.5,12.3,,,,,,,,,,
Suco2014216,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_60,167.8,37.4,40.3,181.2,11.3,,,,,,,,,,
Suco2014217,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_62,126.0,35.8,39.4,148.2,11.2,,,,,,,,,,
Suco2014218,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_63,156.4,40.5,37.6,167.9,10.2,,,,,,,,,,
Suco2014219,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_64,178.0,44.4,40.3,184.7,10.2,,,,,,,,,,
Suco2014220,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_65,153.2,46.2,37.4,181.2,11.6,,,,,,,,,,
Suco2014221,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_66,171.8,44.8,46.5,175.9,11.9,,,,,,,,,,
Suco2014222,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_67,157.0,41.9,42.3,178.0,15.1,,,,,,,,,,
Suco2014223,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_68,153.0,38.6,38.3,168.4,10.9,,,,,,,,,,
Suco2014224,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_69,146.9,39.6,37.7,161.5,9.9,,,,,,,,,,
Suco2014225,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_7,142.4,36.8,39.6,169.7,12.0,,,,,,,,,,
Suco2014226,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_70,161.5,44.9,41.0,191.0,12.2,,,,,,,,,,
Suco2014227,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_71,172.7,41.0,35.5,191.3,13.1,,,,,,,,,,
Suco2014228,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_72,188.3,54.7,38.0,194.8,11.3,,,,,,,,,,
Suco2014229,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_73,164.9,47.9,46.2,180.6,13.5,,,,,,,,,,
Suco2014230,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_74,150.2,41.5,42.3,167.3,12.6,,,,,,,,,,
Suco2014231,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_75,98.7,32.9,29.0,78.9,7.6,,,,,,,,,,
Suco2014232,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_76,111.0,33.8,35.4,130.6,10.9,,,,,,,,,,
Suco2014233,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_77,104.3,36.3,38.4,98.3,10.0,,,,,,,,,,
Suco2014234,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_8,133.8,40.8,40.4,160.3,11.7,,,,,,,,,,
Suco2014235,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_57_9,139.7,38.6,37.7,176.4,11.5,,,,,,,,,,
Suco2014236,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_1,104.2,28.8,30.3,134.6,11.5,,,,,,,,,,
Suco2014237,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_10,145.0,40.3,32.9,184.9,10.6,,,,,,,,,,
Suco2014238,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_100,166.1,41.5,45.9,182.6,11.6,,,,,,,,,,
Suco2014239,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_101,185.7,49.6,42.6,188.5,13.8,,,,,,,,,,
Suco2014240,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_102,147.4,42.5,40.5,177.8,11.1,,,,,,,,,,
Suco2014241,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_103,158.6,42.6,39.5,170.2,14.5,,,,,,,,,,
Suco2014242,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_104,156.0,43.0,43.9,167.3,13.4,,,,,,,,,,
Suco2014243,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_105,123.0,31.3,39.5,160.8,8.5,,,,,,,,,,
Suco2014244,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_106,135.5,37.7,37.1,159.5,13.4,,,,,,,,,,
Suco2014245,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_107,140.8,34.9,38.7,161.5,11.7,,,,,,,,,,
Suco2014246,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_108,134.8,37.4,39.6,168.9,12.7,,,,,,,,,,
Suco2014247,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_109,151.7,42.9,38.2,182.3,14.8,,,,,,,,,,
Suco2014248,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_11,140.8,44.4,33.7,162.8,11.4,,,,,,,,,,
Suco2014249,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_110,135.7,35.2,40.7,186.4,10.8,,,,,,,,,,
Suco2014250,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_111,164.4,46.5,39.2,170.3,11.3,,,,,,,,,,
Suco2014251,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_112,151.9,39.5,43.3,163.1,9.6,,,,,,,,,,
Suco2014252,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_113,187.9,44.9,45.7,184.6,11.8,,,,,,,,,,
Suco2014253,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_115,158.2,40.2,38.7,166.5,14.7,,,,,,,,,,
Suco2014254,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_116,158.9,44.2,38.0,173.1,11.6,,,,,,,,,,
Suco2014255,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_117,141.9,36.7,34.5,148.4,12.2,,,,,,,,,,
Suco2014256,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_118,190.9,51.3,46.8,181.8,12.9,,,,,,,,,,
Suco2014257,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_119,131.5,38.6,41.2,158.7,11.9,,,,,,,,,,
Suco2014258,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_12,132.0,33.6,30.7,160.7,12.6,,,,,,,,,,
Suco2014259,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_120,149.2,38.8,36.1,152.0,10.0,,,,,,,,,,
Suco2014260,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_121,129.6,36.2,41.6,152.7,8.3,,,,,,,,,,
Suco2014261,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_122,140.8,39.4,34.3,143.9,6.6,,,,,,,,,,
Suco2014262,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_123,134.9,40.1,39.0,130.9,13.9,,,,,,,,,,
Suco2014263,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_13,141.0,41.5,35.7,163.6,14.1,,,,,,,,,,
Suco2014264,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_14,142.3,42.1,38.6,165.0,12.2,,,,,,,,,,
Suco2014265,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_15,141.4,38.8,35.8,167.0,11.6,,,,,,,,,,
Suco2014266,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_16,151.3,36.7,42.7,176.2,10.8,,,,,,,,,,
Suco2014267,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_17,143.8,37.7,38.2,178.2,12.7,,,,,,,,,,
Suco2014268,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_18,132.8,34.8,36.0,170.6,13.1,,,,,,,,,,
Suco2014269,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_19,136.0,37.8,37.0,165.4,12.3,,,,,,,,,,
Suco2014270,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_2,135.9,38.4,40.4,163.5,8.8,,,,,,,,,,
Suco2014271,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_20,124.3,34.9,33.4,147.4,9.2,,,,,,,,,,
Suco2014272,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_21,135.9,35.3,31.5,179.9,11.5,,,,,,,,,,
Suco2014273,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_22,151.8,36.5,36.8,166.6,10.5,,,,,,,,,,
Suco2014274,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_23,153.0,41.4,38.2,183.7,10.4,,,,,,,,,,
Suco2014275,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_24,134.4,31.5,31.3,148.8,11.9,,,,,,,,,,
Suco2014276,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_25,141.0,35.9,36.8,185.0,11.2,,,,,,,,,,
Suco2014277,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_26,136.9,36.3,32.3,151.6,12.4,,,,,,,,,,
Suco2014278,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_27,142.9,36.4,32.0,168.7,12.9,,,,,,,,,,
Suco2014279,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_28,139.0,37.0,33.1,172.4,13.1,,,,,,,,,,
Suco2014280,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_29,141.8,40.3,32.5,161.8,12.1,,,,,,,,,,
Suco2014281,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_3,119.2,32.3,33.7,141.4,9.2,,,,,,,,,,
Suco2014282,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_30,131.5,35.0,33.9,146.2,9.5,,,,,,,,,,
Suco2014283,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_31,141.6,34.2,33.4,170.4,12.0,,,,,,,,,,
Suco2014284,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_32,137.2,34.6,32.3,167.2,11.0,,,,,,,,,,
Suco2014285,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_33,124.7,35.7,35.7,157.5,10.9,,,,,,,,,,
Suco2014286,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_34,152.2,43.7,37.5,169.7,15.2,,,,,,,,,,
Suco2014287,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_35,141.2,41.2,35.8,159.0,12.5,,,,,,,,,,
Suco2014288,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_36,131.5,39.5,37.5,166.7,10.8,,,,,,,,,,
Suco2014289,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_37,138.2,37.2,35.7,149.1,14.6,,,,,,,,,,
Suco2014290,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_38,119.0,38.2,36.9,158.4,12.2,,,,,,,,,,
Suco2014291,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_39,135.2,34.8,34.8,150.0,11.3,,,,,,,,,,
Suco2014292,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_4,116.2,41.3,32.4,154.2,9.2,,,,,,,,,,
Suco2014293,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_40,148.4,41.5,40.9,172.6,8.3,,,,,,,,,,
Suco2014294,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_41,136.5,34.2,33.6,151.6,11.0,,,,,,,,,,
Suco2014295,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_42,135.0,35.7,34.7,166.4,13.5,,,,,,,,,,
Suco2014296,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_43,145.4,42.4,33.5,189.8,14.6,,,,,,,,,,
Suco2014297,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_44,141.2,40.5,37.6,170.6,7.4,,,,,,,,,,
Suco2014298,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_45,140.3,34.6,37.1,170.0,11.4,,,,,,,,,,
Suco2014299,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_46,136.2,37.8,42.3,162.4,10.8,,,,,,,,,,
Suco2014300,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_47,118.1,32.5,31.5,161.6,12.5,,,,,,,,,,
Suco2014301,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_48,152.4,36.2,33.8,165.5,9.2,,,,,,,,,,
Suco2014302,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_49,147.4,43.5,41.8,161.2,10.4,,,,,,,,,,
Suco2014303,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_5,125.3,35.2,34.9,153.3,10.4,,,,,,,,,,
Suco2014304,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_50,143.8,39.6,36.5,173.2,12.4,,,,,,,,,,
Suco2014305,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_51,141.8,36.9,41.0,167.9,11.5,,,,,,,,,,
Suco2014306,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_52,147.7,37.3,39.4,168.0,10.9,,,,,,,,,,
Suco2014307,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_53,136.0,38.5,39.5,164.7,13.8,,,,,,,,,,
Suco2014308,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_54,133.5,42.2,36.4,165.2,10.5,,,,,,,,,,
Suco2014309,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_55,152.6,40.2,42.3,166.7,9.8,,,,,,,,,,
Suco2014310,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_56,136.3,39.5,34.8,156.8,11.4,,,,,,,,,,
Suco2014311,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_57,136.0,37.8,36.7,170.4,14.2,,,,,,,,,,
Suco2014312,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_58,150.5,41.3,35.8,177.2,13.3,,,,,,,,,,
Suco2014313,Helena Bay,Green filter 40kv 8ma,Artefact,CVZ-N,Huruiki,HB_FS_21_59_59,129.6,39.2,34.8,156.4,12.7,,,,,,,,,,
